anchor_movie,anchor_year,system,rank,recommended_movie,recommended_year,genres,similarity,relevance_score,comments
Blade Runner,1982,System X,5,The Getaway,1994,Action | Adventure | Crime | Drama | Mystery | Thriller,0.5720862746238708,,
Blade Runner,1982,System Y,1,Blade Runner 2049,2017,Science Fiction | Drama,0.7088528871536255,,
Blade Runner,1982,System Y,2,The Sea Inside,2004,Drama,0.41895943880081177,,
Blade Runner,1982,System Y,3,Dead Heat,1988,Horror | Science Fiction | Action | Thriller | Comedy,0.40402334928512573,,
Blade Runner,1982,System Y,4,The Intern,2015,Comedy,0.40316128730773926,,
Blade Runner,1982,System Y,5,Grindhouse,2007,Thriller | Action | Horror,0.399774968624115,,
Blade Runner,1982,System Z,1,Blade Runner 2049,2017,Science Fiction | Drama,0.8242497444152832,,
Blade Runner,1982,System Z,2,Prometheus,2012,Science Fiction | Mystery | Horror,0.6701328754425049,,
Blade Runner,1982,System Z,3,Heat,1995,Crime | Drama | Action,0.6696580052375793,,
Blade Runner,1982,System Z,4,American Gangster,2007,Drama | Crime,0.6617035269737244,,
Blade Runner,1982,System Z,5,Fast Five,2011,Action | Thriller | Crime,0.6616960167884827,,
Finding Nemo,2003,System X,1,The Life Aquatic with Steve Zissou,2004,Adventure | Comedy | Drama,0.6527333855628967,,
Finding Nemo,2003,System X,2,Finding Dory,2016,Adventure | Animation | Family,0.6456843614578247,,
Finding Nemo,2003,System X,3,Dolphin Tale 2,2014,Family | Drama,0.5972789525985718,,
Finding Nemo,2003,System X,4,Jaws 3-D,1983,Thriller | Horror,0.5972316861152649,,
Finding Nemo,2003,System X,5,The Cat in the Hat,2003,Fantasy | Adventure | Family | Comedy,0.596960186958313,,
Finding Nemo,2003,System Y,1,The Life Aquatic with Steve Zissou,2004,Adventure | Comedy | Drama,0.4427648186683655,,
Finding Nemo,2003,System Y,2,Jaws 3-D,1983,Thriller | Horror,0.4403281509876251,,
Finding Nemo,2003,System Y,3,Mr. Nobody,2009,Science Fiction | Drama | Romance,0.4391530752182007,,
Finding Nemo,2003,System Y,4,"20,000 Leagues Under the Sea",1954,Adventure | Science Fiction | Fantasy,0.426973432302475,,
Finding Nemo,2003,System Y,5,Flipper,1996,Adventure | Family,0.4197697043418884,,
Finding Nemo,2003,System Z,1,The Life Aquatic with Steve Zissou,2004,Adventure | Comedy | Drama,0.708365797996521,,
Finding Nemo,2003,System Z,2,Finding Dory,2016,Adventure | Animation | Family,0.6313431262969971,,
Finding Nemo,2003,System Z,3,47 Meters Down,2017,Horror | Thriller,0.6108287572860718,,
Finding Nemo,2003,System Z,4,Creature from the Black Lagoon,1954,Adventure | Horror | Science Fiction,0.6044301390647888,,
Finding Nemo,2003,System Z,5,Jaws 3-D,1983,Thriller | Horror,0.5977033376693726,,
Gladiator,2000,System X,1,Gladiator II,2024,Action | Adventure | Drama,0.8231704235076904,,
Gladiator,2000,System X,2,Spartacus,1960,History | Drama | Adventure,0.740380048751831,,
Gladiator,2000,System X,3,The Fall of the Roman Empire,1964,Drama | History | War,0.7333346605300903,,
Gladiator,2000,System X,4,Asterix Versus Caesar,1985,Comedy | Animation | Family | Adventure,0.7313300371170044,,
Gladiator,2000,System X,5,Quo Vadis,1951,Drama | History | Romance,0.7210853695869446,,
Gladiator,2000,System Y,1,Gladiator II,2024,Action | Adventure | Drama,0.6120696067810059,,
Gladiator,2000,System Y,2,Spartacus,1960,History | Drama | Adventure,0.5583228468894958,,
Gladiator,2000,System Y,3,The Fall of the Roman Empire,1964,Drama | History | War,0.5552462339401245,,
Gladiator,2000,System Y,4,Cleopatra,1963,Drama | History | Romance,0.552415668964386,,
Gladiator,2000,System Y,5,Caligula,1979,Drama | History,0.540812611579895,,
Gladiator,2000,System Z,1,Gladiator II,2024,Action | Adventure | Drama,0.8582953214645386,,
Gladiator,2000,System Z,2,Asterix Versus Caesar,1985,Comedy | Animation | Family | Adventure,0.7395162582397461,,
Gladiator,2000,System Z,3,Quo Vadis,1951,Drama | History | Romance,0.7320142388343811,,
Gladiator,2000,System Z,4,The Fall of the Roman Empire,1964,Drama | History | War,0.727327823638916,,
Gladiator,2000,System Z,5,Spartacus,1960,History | Drama | Adventure,0.7130101919174194,,
Groundhog Day,1993,System X,1,L.A. Story,1991,Comedy | Fantasy | Romance,0.5888458490371704,,
Groundhog Day,1993,System X,2,The Weather Man,2005,Comedy | Drama,0.5503986477851868,,
Groundhog Day,1993,System X,3,The Secret Life of Walter Mitty,2013,Adventure | Comedy | Drama | Fantasy,0.5446745753288269,,
Groundhog Day,1993,System X,4,Hot Frosty,2024,Romance | Comedy,0.5285719633102417,,
Groundhog Day,1993,System X,5,He Was a Quiet Man,2007,Comedy | Drama | Romance,0.5148298740386963,,
Groundhog Day,1993,System Y,1,L.A. Story,1991,Comedy | Fantasy | Romance,0.5392924547195435,,
Groundhog Day,1993,System Y,2,Detective Story,1951,Crime | Drama,0.5191086530685425,,
Groundhog Day,1993,System Y,3,The Muppet Christmas Carol,1992,Music | Comedy | Family | Fantasy | Drama,0.45710569620132446,,
Groundhog Day,1993,System Y,4,The Secret Life of Walter Mitty,2013,Adventure | Comedy | Drama | Fantasy,0.4462161660194397,,
Groundhog Day,1993,System Y,5,"20,000 Days on Earth",2014,Documentary | Drama | Music,0.43286964297294617,,
Groundhog Day,1993,System Z,1,L.A. Story,1991,Comedy | Fantasy | Romance,0.5674033164978027,,
Groundhog Day,1993,System Z,2,The Cameraman,1928,Comedy | Romance | Drama,0.5662926435470581,,
Groundhog Day,1993,System Z,3,The Weather Man,2005,Comedy | Drama,0.5650793313980103,,
Groundhog Day,1993,System Z,4,Fantastic Mr. Fox,2009,Adventure | Animation | Comedy | Family,0.560662567615509,,
Groundhog Day,1993,System Z,5,Mr. Popper's Penguins,2011,Comedy | Family,0.559014081954956,,
Inception,2010,System X,1,Paranoia,2013,Drama | Thriller,0.6134008169174194,,
Inception,2010,System X,2,Antitrust,2001,Action | Crime | Drama,0.5981585383415222,,
Inception,2010,System X,3,Cypher,2002,Thriller | Science Fiction,0.5916367769241333,,
Inception,2010,System X,4,Swordfish,2001,Action | Crime | Thriller,0.5757831335067749,,
Inception,2010,System X,5,Identity Thief,2013,Comedy | Crime,0.5712563991546631,,
Inception,2010,System Y,1,Working Girl,1988,Comedy | Romance | Drama,0.4792109727859497,,
Inception,2010,System Y,2,Identity Thief,2013,Comedy | Crime,0.47811830043792725,,
Inception,2010,System Y,3,The Spanish Prisoner,1997,Drama | Mystery | Thriller,0.4760083556175232,,
Inception,2010,System Y,4,Sneakers,1992,Comedy | Crime | Drama,0.47551971673965454,,
Inception,2010,System Y,5,Limitless,2011,Thriller | Mystery | Science Fiction,0.46508920192718506,,
Inception,2010,System Z,1,Tenet,2020,Action | Thriller | Science Fiction,0.6803309917449951,,
Inception,2010,System Z,2,Play Dirty,2025,Crime | Action | Thriller,0.6689529418945312,,
Inception,2010,System Z,3,Swordfish,2001,Action | Crime | Thriller,0.6675312519073486,,
Inception,2010,System Z,4,Impostor,2001,Action | Science Fiction | Thriller,0.6405486464500427,,
Inception,2010,System Z,5,Face/Off,1997,Action | Crime | Science Fiction,0.6295451521873474,,
La La Land,2016,System X,1,Burlesque,2010,Drama | Romance,0.6649143695831299,,
La La Land,2016,System X,2,A Star Is Born,1954,Drama | Music | Romance,0.6561251878738403,,
La La Land,2016,System X,3,Gloria Bell,2018,Drama | Romance,0.6438003778457642,,
La La Land,2016,System X,4,Hurlyburly,1998,Comedy | Drama,0.6394472122192383,,
La La Land,2016,System X,5,Step Up All In,2014,Romance | Drama | Music,0.6341500282287598,,
La La Land,2016,System Y,1,If I Stay,2014,Drama,0.6477614045143127,,
La La Land,2016,System Y,2,Kiss Me,2011,Romance | Drama,0.5351138710975647,,
La La Land,2016,System Y,3,Evil Dead,2013,Horror,0.5278369188308716,,
La La Land,2016,System Y,4,Fish Tank,2009,Drama,0.5246495008468628,,
La La Land,2016,System Y,5,Rifkin's Festival,2020,Comedy | Romance,0.5232293009757996,,
La La Land,2016,System Z,1,Crossroads,2002,Drama | Romance | Comedy,0.7304202914237976,,
La La Land,2016,System Z,2,Crazy Heart,2009,Drama | Music | Romance,0.7201809883117676,,
La La Land,2016,System Z,3,Gloria Bell,2018,Drama | Romance,0.7190847992897034,,
La La Land,2016,System Z,4,Fresh,2022,Horror | Thriller | Comedy,0.7032877802848816,,
La La Land,2016,System Z,5,Burlesque,2010,Drama | Romance,0.6998398303985596,,
Pulp Fiction,1994,System X,1,Brawl in Cell Block 99,2017,Action | Crime | Thriller,0.7679792642593384,,
Pulp Fiction,1994,System X,2,Absolution,2024,Action | Crime | Thriller | Mystery,0.7425496578216553,,
Pulp Fiction,1994,System X,3,Thursday,1998,Thriller | Action | Comedy | Crime | Drama | Mystery,0.7357324361801147,,
Pulp Fiction,1994,System X,4,Bull,2021,Crime | Thriller,0.7267379760742188,,
Pulp Fiction,1994,System X,5,Go,1999,Crime | Comedy | Thriller,0.725713849067688,,
Pulp Fiction,1994,System Y,1,Fat City,1972,Drama,0.5824107527732849,,
Pulp Fiction,1994,System Y,2,The Air I Breathe,2007,Drama | Thriller | Crime,0.5497972965240479,,
Pulp Fiction,1994,System Y,3,Absolution,2024,Action | Crime | Thriller | Mystery,0.547974705696106,,
Pulp Fiction,1994,System Y,4,Brawl in Cell Block 99,2017,Action | Crime | Thriller,0.5390275120735168,,
Pulp Fiction,1994,System Y,5,Postal,2007,Comedy | Action | Thriller,0.5089839696884155,,
Pulp Fiction,1994,System Z,1,Brawl in Cell Block 99,2017,Action | Crime | Thriller,0.7991776466369629,,
Pulp Fiction,1994,System Z,2,Absolution,2024,Action | Crime | Thriller | Mystery,0.7805786728858948,,
Pulp Fiction,1994,System Z,3,True Romance,1993,Action | Crime | Romance,0.7670590877532959,,
Pulp Fiction,1994,System Z,4,Face/Off,1997,Action | Crime | Science Fiction,0.7639961838722229,,
Pulp Fiction,1994,System Z,5,Killer Joe,2011,Crime | Thriller | Drama,0.7540181875228882,,
The Godfather,1972,System X,1,The Godfather Part II,1974,Drama | Crime,0.8737722635269165,,
The Godfather,1972,System X,2,The Godfather Part III,1990,Crime | Drama | Thriller,0.8326849937438965,,
The Godfather,1972,System X,3,The Traitor,2019,Drama | Crime | Thriller,0.7118030786514282,,
The Godfather,1972,System X,4,The Alto Knights,2025,Crime | Drama | History,0.6855515241622925,,
The Godfather,1972,System X,5,Goodfellas,1990,Drama | Crime,0.6738536357879639,,
The Godfather,1972,System Y,1,The Godfather Part II,1974,Drama | Crime,0.8038135170936584,,
The Godfather,1972,System Y,2,The Godfather Part III,1990,Crime | Drama | Thriller,0.6521334052085876,,
The Godfather,1972,System Y,3,The Alto Knights,2025,Crime | Drama | History,0.5417299866676331,,
The Godfather,1972,System Y,4,Marco,2024,Action | Crime | Thriller,0.5331426858901978,,
The Godfather,1972,System Y,5,Mafia!,1998,Comedy | Crime,0.5167990326881409,,
The Godfather,1972,System Z,1,The Godfather Part II,1974,Drama | Crime,0.8808342218399048,,
The Godfather,1972,System Z,2,The Godfather Part III,1990,Crime | Drama | Thriller,0.8363823890686035,,
The Godfather,1972,System Z,3,The Traitor,2019,Drama | Crime | Thriller,0.7800386548042297,,
The Godfather,1972,System Z,4,Goodfellas,1990,Drama | Crime,0.7480056285858154,,
The Godfather,1972,System Z,5,Investigation of a Citizen Above Suspicion,1970,Drama | Thriller,0.7452789545059204,,
The Matrix,1999,System X,1,The Matrix Reloaded,2003,Adventure | Action | Thriller | Science Fiction,0.7494602799415588,,
The Matrix,1999,System X,2,The Matrix Resurrections,2021,Science Fiction | Action | Adventure,0.7126405239105225,,
The Matrix,1999,System X,3,The Matrix Revolutions,2003,Adventure | Action | Thriller | Science Fiction,0.7001710534095764,,
The Matrix,1999,System X,4,Tron: Ares,2025,Science Fiction | Adventure | Action,0.6602691411972046,,
The Matrix,1999,System X,5,WarGames,1983,Drama | Science Fiction | Thriller,0.6499488949775696,,
The Matrix,1999,System Y,1,The Matrix Reloaded,2003,Adventure | Action | Thriller | Science Fiction,0.5804276466369629,,
The Matrix,1999,System Y,2,Commando,1985,Action | Adventure | Thriller,0.5563946962356567,,
The Matrix,1999,System Y,3,Sneakers,1992,Comedy | Crime | Drama,0.5408908724784851,,
The Matrix,1999,System Y,4,The Zero Theorem,2013,Drama | Fantasy | Science Fiction,0.5113345980644226,,
The Matrix,1999,System Y,5,The Artifice Girl,2022,Science Fiction | Thriller | Mystery,0.5091440677642822,,
The Matrix,1999,System Z,1,The Matrix Reloaded,2003,Adventure | Action | Thriller | Science Fiction,0.7842620015144348,,
The Matrix,1999,System Z,2,The Matrix Resurrections,2021,Science Fiction | Action | Adventure,0.7835042476654053,,
The Matrix,1999,System Z,3,The Matrix Revolutions,2003,Adventure | Action | Thriller | Science Fiction,0.7393064498901367,,
The Matrix,1999,System Z,4,Tron: Ares,2025,Science Fiction | Adventure | Action,0.6849923729896545,,
The Matrix,1999,System Z,5,Mars Express,2023,Animation | Science Fiction | Thriller,0.6846005916595459,,
The Shining,1980,System X,1,Doctor Sleep,2019,Horror | Fantasy,0.7353818416595459,,
The Shining,1980,System X,2,Silent Hill,2006,Horror | Mystery,0.7336722016334534,,
The Shining,1980,System X,3,The Babadook,2014,Drama | Horror,0.7078391313552856,,
The Shining,1980,System X,4,Halloween Ends,2022,Horror | Thriller,0.6992611885070801,,
The Shining,1980,System X,5,Shut In,2016,Drama | Thriller,0.6979954242706299,,
The Shining,1980,System Y,1,Doctor Sleep,2019,Horror | Fantasy,0.5648029446601868,,
The Shining,1980,System Y,2,The Ballad of Jack and Rose,2005,Drama,0.5372682213783264,,
The Shining,1980,System Y,3,The Family Man,2000,Comedy | Drama | Romance | Fantasy,0.5286906957626343,,
The Shining,1980,System Y,4,Summer Rental,1985,Comedy,0.5215799808502197,,
The Shining,1980,System Y,5,Key Largo,1948,Crime | Thriller,0.5099589228630066,,
The Shining,1980,System Z,1,Doctor Sleep,2019,Horror | Fantasy,0.7113970518112183,,
The Shining,1980,System Z,2,Boy A,2007,Crime | Drama,0.7008051872253418,,
The Shining,1980,System Z,3,The Sixth Sense,1999,Mystery | Thriller | Drama,0.6846336722373962,,
The Shining,1980,System Z,4,Presence,2024,Drama | Horror | Thriller,0.6782927513122559,,
The Shining,1980,System Z,5,Silent Hill,2006,Horror | Mystery,0.6763781309127808,,
The Silence of the Lambs,1991,System X,1,Hannibal,2001,Crime | Drama | Thriller,0.8559373021125793,,
The Silence of the Lambs,1991,System X,2,Manhunter,1986,Crime | Horror | Thriller,0.8379466533660889,,
The Silence of the Lambs,1991,System X,3,Red Dragon,2002,Crime | Thriller | Horror,0.8037261962890625,,
The Silence of the Lambs,1991,System X,4,Hannibal Rising,2007,Crime | Thriller | Horror,0.7618813514709473,,
The Silence of the Lambs,1991,System X,5,Nightwatch,1997,Drama | Horror | Mystery | Thriller,0.6445037126541138,,
The Silence of the Lambs,1991,System Y,1,Hannibal,2001,Crime | Drama | Thriller,0.6747519969940186,,
The Silence of the Lambs,1991,System Y,2,Red Dragon,2002,Crime | Thriller | Horror,0.5776969194412231,,
The Silence of the Lambs,1991,System Y,3,Hannibal Rising,2007,Crime | Thriller | Horror,0.538466215133667,,
The Silence of the Lambs,1991,System Y,4,Manhunter,1986,Crime | Horror | Thriller,0.5271282196044922,,
The Silence of the Lambs,1991,System Y,5,The A-Team,2010,Action | Comedy | Crime,0.45211273431777954,,
The Silence of the Lambs,1991,System Z,1,Manhunter,1986,Crime | Horror | Thriller,0.8062915802001953,,
The Silence of the Lambs,1991,System Z,2,Red Dragon,2002,Crime | Thriller | Horror,0.7939976453781128,,
The Silence of the Lambs,1991,System Z,3,Hannibal,2001,Crime | Drama | Thriller,0.772159218788147,,
The Silence of the Lambs,1991,System Z,4,Hannibal Rising,2007,Crime | Thriller | Horror,0.7142105102539062,,
The Silence of the Lambs,1991,System Z,5,88 Minutes,2007,Thriller | Mystery,0.646352231502533,,
The Social Network,2010,System X,1,The Social Dilemma,2020,Documentary | Drama,0.6195627450942993,,
The Social Network,2010,System X,2,Antitrust,2001,Action | Crime | Drama,0.6047942638397217,,
The Social Network,2010,System X,3,Wall Street,1987,Crime | Drama,0.5890249013900757,,
The Social Network,2010,System X,4,The Internet's Own Boy: The Story of Aaron Swartz,2014,Documentary | Crime,0.5755683779716492,,
The Social Network,2010,System X,5,The Girl in the Spider's Web,2018,Action | Crime | Thriller,0.5663682222366333,,
The Social Network,2010,System Y,1,Ron's Gone Wrong,2021,Animation | Science Fiction | Family | Comedy,0.4539364278316498,,
The Social Network,2010,System Y,2,The Intern,2015,Comedy,0.4510166049003601,,
The Social Network,2010,System Y,3,Follow Me,2020,Horror | Thriller,0.43645530939102173,,
The Social Network,2010,System Y,4,The Internet's Own Boy: The Story of Aaron Swartz,2014,Documentary | Crime,0.42824816703796387,,
The Social Network,2010,System Y,5,Who Am I,2014,Thriller,0.42554742097854614,,
The Social Network,2010,System Z,1,The Social Dilemma,2020,Documentary | Drama,0.65438312292099,,
The Social Network,2010,System Z,2,The Wolf of Wall Street,2013,Crime | Drama | Comedy,0.6244107484817505,,
The Social Network,2010,System Z,3,Disconnect,2012,Drama | Thriller,0.6062768697738647,,
The Social Network,2010,System Z,4,Antitrust,2001,Action | Crime | Drama,0.6007579565048218,,
The Social Network,2010,System Z,5,Wall Street,1987,Crime | Drama,0.5989080667495728,,
Titanic,1997,System X,1,A Night to Remember,1958,Drama | Action | History,0.6322001218795776,,
Titanic,1997,System X,2,The Poseidon Adventure,1972,Adventure | Drama | Thriller,0.5595499873161316,,
Titanic,1997,System X,3,My Favorite Wife,1940,Comedy | Romance,0.5259890556335449,,
Titanic,1997,System X,4,Niagara,1953,Crime | Thriller,0.5256937742233276,,
Titanic,1997,System X,5,Dead Calm,1989,Horror | Thriller | Drama,0.5172234177589417,,
Titanic,1997,System Y,1,Niagara,1953,Crime | Thriller,0.5005004405975342,,
Titanic,1997,System Y,2,A Night to Remember,1958,Drama | Action | History,0.45615506172180176,,
Titanic,1997,System Y,3,The Mirror Has Two Faces,1996,Comedy | Drama | Romance,0.4513559937477112,,
Titanic,1997,System Y,4,Silent Hill,2006,Horror | Mystery,0.4405805170536041,,
Titanic,1997,System Y,5,Rosetta,1999,Drama,0.3967248201370239,,
Titanic,1997,System Z,1,A Night to Remember,1958,Drama | Action | History,0.6955850124359131,,
Titanic,1997,System Z,2,The Poseidon Adventure,1972,Adventure | Drama | Thriller,0.5912202000617981,,
Titanic,1997,System Z,3,Titan: The OceanGate Disaster,2025,Documentary | Drama,0.5617098808288574,,
Titanic,1997,System Z,4,Niagara,1953,Crime | Thriller,0.5449157953262329,,
Titanic,1997,System Z,5,Speed 2: Cruise Control,1997,Action | Thriller,0.5411698818206787,,
Toy Story,1995,System X,1,Toy Story 2,1999,Animation | Comedy | Family,0.8228141069412231,,
Toy Story,1995,System X,2,Toy Story 3,2010,Animation | Family | Comedy,0.8176900148391724,,
Toy Story,1995,System X,3,Toy Story 4,2019,Family | Comedy | Animation | Adventure,0.7380123734474182,,
Toy Story,1995,System X,4,Big,1988,Fantasy | Drama | Comedy,0.6394257545471191,,
Toy Story,1995,System X,5,Klaus,2019,Animation | Family | Comedy,0.6019439697265625,,
Toy Story,1995,System Y,1,Toy Story 3,2010,Animation | Family | Comedy,0.758612334728241,,
Toy Story,1995,System Y,2,Toy Story 2,1999,Animation | Comedy | Family,0.7400596141815186,,
Toy Story,1995,System Y,3,Toy Story 4,2019,Family | Comedy | Animation | Adventure,0.5444009304046631,,
Toy Story,1995,System Y,4,Lightyear,2022,Animation | Science Fiction | Family | Adventure,0.4287939667701721,,
Toy Story,1995,System Y,5,Child's Play,1988,Horror,0.4268184304237366,,
Toy Story,1995,System Z,1,Toy Story 2,1999,Animation | Comedy | Family,0.8765871524810791,,
Toy Story,1995,System Z,2,Toy Story 3,2010,Animation | Family | Comedy,0.8344863653182983,,
Toy Story,1995,System Z,3,Toy Story 4,2019,Family | Comedy | Animation | Adventure,0.8001761436462402,,
Toy Story,1995,System Z,4,Big,1988,Fantasy | Drama | Comedy,0.65964674949646,,
Toy Story,1995,System Z,5,Klaus,2019,Animation | Family | Comedy,0.6000320911407471,,
